Timestamp,Trial_ID,Horizontal_Ratio,Vertical_Ratio,EAR,Eye_Direction,Dwell_Confirmed,Blink_Duration_ms,Input_Source,FSM_State,Wheelchair_Command,Left_PWM,Right_PWM,Fail_Safe_Triggered,FPS
1788177901.6999252,logic1,0.5249577725024236,0.34569723686286813,0.3252187032990498,CENTER,False,,GAZE,STOPPED,S,0,0,,27.631917360598713
1788177901.7316244,logic1,0.522299796659556,0.34717427326165984,0.32672030633265425,CENTER,False,,GAZE,STOPPED,S,0,0,,31.546794028054606
1788177901.7631605,logic1,0.5238190831956391,0.3484692176985631,0.3243919632895375,CENTER,False,,GAZE,STOPPED,S,0,0,,31.70944939632427
1788177901.7999918,logic1,0.5248503987996275,0.34808900940577503,0.3223511545630327,CENTER,False,,GAZE,STOPPED,S,0,0,,27.151113412739512
1788177901.8316367,logic1,0.524089198840181,0.34872785418040364,0.3260460756612693,CENTER,False,,GAZE,STOPPED,S,0,0,,31.601461668864193
1788177901.863477,logic1,0.5261888027916398,0.35032757748918747,0.3251807316736024,CENTER,False,,GAZE,STOPPED,S,0,0,,31.406244852115314
1788177901.8998318,logic1,0.52412984219196,0.35630905862017015,0.3241632423291061,CENTER,False,,GAZE,STOPPED,S,0,0,,27.50687950053121
1788177901.931919,logic1,0.522446633442268,0.3629735978633527,0.32580600331449383,CENTER,False,,GAZE,STOPPED,S,0,0,,31.164489620019914
1788177901.9632843,logic1,0.5200375870679953,0.36985909726546295,0.32431684743926525,CENTER,False,,GAZE,STOPPED,S,0,0,,31.88178598032807
1788177902.0004241,logic1,0.5190839378383515,0.3738596236220104,0.3244960408931428,CENTER,False,,GAZE,STOPPED,S,0,0,,26.92609022218513
1788177902.032428,logic1,0.5191122611269744,0.37269183530518624,0.32711720369371217,CENTER,False,,GAZE,STOPPED,S,0,0,,31.245746297565482
1788177902.0639117,logic1,0.5168649164098706,0.3717123254375253,0.327070923953109,CENTER,False,,GAZE,STOPPED,S,0,0,,31.762036742544716
1788177902.1006484,logic1,0.5188562570002159,0.37021079073659335,0.3269301134825087,CENTER,False,,GAZE,STOPPED,S,0,0,,27.22124583014239
1788177902.132253,logic1,0.5168210426285564,0.37006013026013707,0.32695960967700266,CENTER,False,,GAZE,STOPPED,S,0,0,,31.64079662039831
1788177902.1640952,logic1,0.5157568542508634,0.37086228745673844,0.32381841298654646,CENTER,False,,GAZE,STOPPED,S,0,0,,31.405304221513397
1788177902.2008243,logic1,0.5020041269522123,0.3757183239884143,0.3230102771235526,CENTER,False,,GAZE,STOPPED,S,0,0,,27.226016682353706
1788177902.2327147,logic1,0.48226225583859983,0.37733005512371365,0.32138683287308734,CENTER,False,,GAZE,STOPPED,S,0,0,,31.357641095419304
1788177902.2639594,logic1,0.4618361555573308,0.3778358151067182,0.316838708839666,CENTER,False,,GAZE,STOPPED,S,0,0,,32.005616219887216
1788177902.299704,logic1,0.44282640184333977,0.3765617413353052,0.31210354541392393,CENTER,False,,GAZE,STOPPED,S,0,0,,27.975641478853042
1788177902.331159,logic1,0.43613679283768214,0.3657177027090239,0.3000397278396837,CENTER,False,,GAZE,STOPPED,S,0,0,,31.79188963844463
1788177902.3636224,logic1,0.43613679283768214,0.3657177027090239,0.26547435269134345,CENTER,False,,GAZE,STOPPED,S,0,0,,30.804004083401267
